UniprotID,Results,Uniprot_NEorER,Uniprot_subcell
O43674,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O43674', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '12611891'}], 'value': 'Mitochondrion inner membrane', 'id': 'SL-0168'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}, 'orientation': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Matrix side', 'id': 'SL-9913'}}]}]}",0.0,Mitochondrion inner membrane
P51571,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P51571', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}]}",0.0,Endoplasmic reticulum membrane
P00167,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P00167', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 1', 'subcellularLocations': [{'location': {'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'value': 'Single-pass membrane protein', 'id': 'SL-9904'}, 'orientation': {'value': 'Cytoplasmic side', 'id': 'SL-9910'}}, {'location': {'value': 'Microsome membrane', 'id': 'SL-0165'}, 'topology': {'value': 'Single-pass membrane protein', 'id': 'SL-9904'}, 'orientation': {'value': 'Cytoplasmic side', 'id': 'SL-9910'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 2', 'subcellularLocations': [{'location': {'value': 'Cytoplasm', 'id': 'SL-0086'}}]}]}",0.0,"Endoplasmic reticulum membrane, Microsome membrane, Cytoplasm"
P35613,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P35613', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17081065'}], 'value': 'Identified by mass spectrometry in melanosome fractions from stage I to stage IV'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17081065'}], 'value': 'Melanosome', 'id': 'SL-0161'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 1', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '25957687'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'P26453'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'P18572'}], 'value': 'Photoreceptor inner segment', 'id': 'SL-0457'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'P18572'}], 'value': 'Cell projection, cilium, photoreceptor outer segment', 'id': 'SL-0458'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 2', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '11992541'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15688292'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15946952'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17127621'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21536654'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '25825981'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '26195724'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '28409866'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29739904'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'P26453'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29739904'}], 'value': 'Endosome', 'id': 'SL-0101'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15688292'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'P26453'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17267690'}], 'value': 'Basolateral cell membrane', 'id': 'SL-0026'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'P26453'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 3', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21536654'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'P26453'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 4', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21536654'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'P26453'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}]}",1.0,"Melanosome, Cell membrane, Photoreceptor inner segment, Cell projection, cilium, photoreceptor outer segment, Cell membrane, Endosome, Endoplasmic reticulum membrane, Basolateral cell membrane, Cell membrane, Cell membrane"
Q9NZ01,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9NZ01', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12482854'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '24220030'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
Q6PCB7,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q6PCB7', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q60714'}], 'value': 'Plasma membrane and intracellular membranes, at least in adipocytes. In adipocytes, but not myocytes, insulin via the mTORC1 signaling pathway induces a rapid translocation of SLC27A1 from intracellular compartments to the plasma membrane, paralleled by increased LCFA uptake. Insulin-dependent translocation from the cytoplasm to the cell membrane is regulated by EPRS1. Predominantly cytoplasmic in myocytes'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q60714'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q60714'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q60714'}], 'value': 'Endomembrane system', 'id': 'SL-0147'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q60714'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q60714'}], 'value': 'Cytoplasm', 'id': 'SL-0086'}}]}]}",0.0,"Cell membrane, Endomembrane system, Cytoplasm"
Q9UJS0,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9UJS0', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10642534'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '11566871'}], 'value': 'Mitochondrion inner membrane', 'id': 'SL-0168'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '11566871'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,Mitochondrion inner membrane
Q96TA2,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q96TA2', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10843804'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22262461'}], 'value': 'Mitochondrion inner membrane', 'id': 'SL-0168'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '26923599'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27495975'}], 'value': 'Mitochondrion', 'id': 'SL-0173'}}]}]}",0.0,"Mitochondrion inner membrane, Mitochondrion"
O00264,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O00264', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q95250'}], 'value': 'Microsome membrane', 'id': 'SL-0165'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000303', 'source': 'PubMed', 'id': '28396637'}], 'value': 'Smooth endoplasmic reticulum membrane', 'id': 'SL-0250'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'O55022'}], 'value': 'Mitochondrion outer membrane', 'id': 'SL-0172'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}, 'orientation': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'O55022'}], 'value': 'Extracellular side', 'id': 'SL-9911'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '36213313'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '37453717'}], 'value': 'Secreted', 'id': 'SL-0243'}}]}]}",0.0,"Microsome membrane, Smooth endoplasmic reticulum membrane, Mitochondrion outer membrane, Secreted"
Q8N2F6,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8N2F6', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12839973'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 2', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27184847'}], 'value': 'Mitochondrion outer membrane', 'id': 'SL-0172'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}]}",1.0,"Endoplasmic reticulum membrane, Mitochondrion outer membrane"
Q9NZM1,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9NZM1', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000250'}], 'value': 'Concentrated at the membrane sites of both myoblast-myoblast and myoblast-myotube fusions. Detected at the plasmalemma in endothelial cells lining intact blood vessels (By similarity). Found at nuclear and plasma membranes. Enriched in undifferentiated myoblasts near the plasma membrane in puncate structures'}]}, 'subcellularLocations': [{'location': {'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}, {'location': {'value': 'Nucleus membrane', 'id': 'SL-0182'}, 'topology': {'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}, {'location': {'value': 'Cytoplasmic vesicle membrane', 'id': 'SL-0089'}, 'topology': {'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}]}]}",0.0,"Cell membrane, Nucleus membrane, Cytoplasmic vesicle membrane"
P78324,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P78324', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}]}",0.0,Membrane
Q13445,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q13445', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '8621446'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10852829'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12237308'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '23319592'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10852829'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12237308'}], 'value': 'Golgi apparatus, cis-Golgi network membrane', 'id': 'SL-0068'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12237308'}], 'value': 'Endoplasmic reticulum-Golgi intermediate compartment membrane', 'id': 'SL-0099'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}]}",1.0,"Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus, cis-Golgi network membrane, Endoplasmic reticulum-Golgi intermediate compartment membrane"
Q8WWQ0,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8WWQ0', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '25593309'}], 'value': 'Nucleus', 'id': 'SL-0191'}}]}]}",0.0,Nucleus
Q9HAW7,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9HAW7', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '17179145'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}]}",1.0,Endoplasmic reticulum membrane
Q92504,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q92504', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14525538'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29980658'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '30237509'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '30718914'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15705588'}], 'value': 'Golgi apparatus, cis-Golgi network membrane', 'id': 'SL-0068'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Endoplasmic reticulum membrane, Golgi apparatus, cis-Golgi network membrane"
O60476,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O60476', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}]}]}",0.0,Golgi apparatus membrane
Q96K37,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q96K37', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,Membrane
O60704,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O60704', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '25660941'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '25660941'}], 'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}]}]}",0.0,Golgi apparatus membrane
Q9BU23,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9BU23', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
P17342,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P17342', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '30032985'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}]}",0.0,Cell membrane
Q9HD45,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9HD45', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,Membrane
Q8N2U0,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8N2U0', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,Membrane
Q68CQ7,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q68CQ7', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}]}]}",0.0,Membrane
O14817,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O14817', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,Membrane
Q9UPQ8,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9UPQ8', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16923818'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
Q8WUH6,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8WUH6', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,Membrane
P61803,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P61803', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,Endoplasmic reticulum membrane
Q9BW72,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9BW72', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000255', 'source': 'PROSITE-ProRule', 'id': 'PRU00836'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22342701'}], 'value': 'Mitochondrion membrane', 'id': 'SL-0171'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255', 'source': 'PROSITE-ProRule', 'id': 'PRU00836'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22342701'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '22342701'}], 'value': 'Mitochondrion inner membrane', 'id': 'SL-0168'}}]}]}",0.0,"Mitochondrion membrane, Mitochondrion inner membrane"
O95070,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O95070', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}], 'value': 'Cycles between the endoplasmic reticulum and the endoplasmic reticulum-Golgi intermediate compartment'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15990086'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '26077767'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '26077767'}], 'value': 'Endoplasmic reticulum-Golgi intermediate compartment membrane', 'id': 'SL-0099'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Endoplasmic reticulum membrane, Golgi apparatus membrane, Endoplasmic reticulum-Golgi intermediate compartment membrane"
Q8NEW0,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8NEW0', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15525635'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9JKN1'}], 'value': 'Cytoplasmic vesicle', 'id': 'SL-0088'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9JKN1'}], 'value': 'Golgi apparatus, trans-Golgi network', 'id': 'SL-0266'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q5BJM8'}], 'value': 'Sarcoplasmic reticulum', 'id': 'SL-0239'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q5BJM8'}], 'value': 'Mitochondrion', 'id': 'SL-0173'}}]}]}",0.0,"Golgi apparatus membrane, Cytoplasmic vesicle, Golgi apparatus, trans-Golgi network, Sarcoplasmic reticulum, Mitochondrion"
